1: [nan nan nan nan nan 0.0167712 -0.00302787 0.000681266 0.0167309 0.0327703 0.0443751 0.0644756 0.0708466 0.0590839 0.0432065 0.0315666 0.0216512 0.0246064 0.0418224 0.0704515 0.066878 0.0484725 0.0531841 0.0631214 0.0545429 0.0421638 0.0343769 0.0491288 0.0597075 0.0501754 0.0308885 0.0240258 -0.00245952 -0.0164836 -0.0258537 -0.0434418 -0.0766582 -0.0915763 -0.0569244 -0.0409978 -0.0553272 -0.0625835 -0.0560943 -0.0561927 -0.0761111 -0.0725107 -0.0633087 -0.0467154 -0.0546982 -0.0326185 -0.0367341 -0.069312 -0.0702647 -0.0619058 -0.0497006 -0.032373 -0.0273787 -0.00692645 -0.00499281 0.0088845 0.00954431 0.0203249 0.00976645 0.0144561 0.0336126 0.0336774 0.0469407 nan nan nan nan nan] [0.392902 0.356986 0.321659 0.286993 0.253051 0.219885 0.187541 0.156052 0.133156 0.112418 0.0935612 0.086678 0.0805965 0.0751847 0.0391816 0.00530093 -0.0265683 -0.0423096 -0.0572787 -0.0715249 -0.0410133 -0.0124347 0.0143465 0.0382797 0.0615608 0.0841921 0.0754527 0.0664473 0.0571651 0.0442501 0.0310402 0.0175301 0.0334615 0.0507814 0.0696674 0.0952152 0.123299 0.154265 0.155551 0.156889 0.158285 0.132426 0.105982 0.0789699 0.0387832 0.00192475 -0.0319139 -0.0458958 -0.0584949 -0.0699033 -0.0800947 -0.0892015 -0.0973868 -0.11405 -0.129269 -0.143218 -0.144341 -0.14545 -0.146547 -0.144842 -0.143135 -0.141425 -0.165779 -0.189587 -0.212842 -0.235808 -0.258295 -0.280296 -0.301808 -0.322825 -0.343348 -0.363377] [0.135295 0.118312 0.100607 0.0821434 0.0628858 0.0427967 0.0218386 -2.65441e-05 -0.0262588 -0.0540092 -0.0833667 -0.0718594 -0.0597675 -0.0470491 -0.0213857 0.00471447 0.0312261 0.0623735 0.092323 0.121092 0.145558 0.169174 0.191957 0.204205 0.216274 0.228165 0.226465 0.224791 0.223142 0.176038 0.127499 0.0776949 0.0370833 -0.00487884 -0.0481049 -0.0577398 -0.0673031 -0.076794 -0.0824083 -0.0879989 -0.0935656 -0.0664049 -0.0383277 -0.00933333 0.0256339 0.0616596 0.0986949 0.103949 0.109157 0.114319 0.102653 0.0911705 0.0798713 0.0405089 -0.000344945 -0.0426326 -0.0832989 -0.125393 -0.168834 -0.180141 -0.191745 -0.203654 -0.210692 -0.217923 -0.225356 -0.215613 -0.205891 -0.196191 -0.186514 -0.176863 -0.16724 -0.157645]
2: [nan nan nan nan nan 0.0609608 0.101519 0.0625768 0.0588127 0.0399334 0.070239 0.0828495 0.144021 0.128393 0.0908854 0.0875203 0.122742 0.136796 0.128563 0.109339 0.107233 0.117402 0.108268 0.108471 0.078669 0.0232912 0.0126179 0.000703115 -0.00452122 -0.0202844 -0.0277706 -0.0334773 -0.0553604 -0.0348356 -0.0338421 -0.00255226 -0.0459296 -0.0326846 -0.0041366 -0.0159171 0.0022099 -0.00819975 -0.00773687 -0.022947 -0.00410525 -0.00936613 -0.0406702 -0.0230783 -0.0675431 -0.0479469 -0.0814702 -0.0926022 -0.0835712 -0.082167 -0.0771501 -0.0883511 -0.0790575 -0.0902834 -0.09021 -0.0793703 -0.109594 -0.0857481 -0.101676 -0.0721226 -0.0721663 -0.0768692 -0.0768283 nan nan nan nan nan] [0.131594 0.119294 0.107027 0.0947961 0.0826055 0.0704583 0.0583579 0.0463074 0.0361232 0.0262887 0.016788 0.0048921 -0.00670366 -0.0180075 -0.0105846 -0.00312169 0.00438071 0.0129073 0.0215062 0.0301771 0.0289157 0.0276604 0.0264114 0.0138346 0.0015945 -0.0103189 -0.0246825 -0.0388726 -0.0528866 -0.0518434 -0.0508118 -0.0497916 -0.0322273 -0.0157049 -0.000142764 0.00970888 0.0190334 0.0278706 0.0405022 0.0531328 0.0657583 0.0812633 0.0969109 0.112695 0.108982 0.10525 0.101498 0.0882528 0.0750149 0.0617889 0.0602877 0.0587959 0.0573134 0.0577026 0.0580795 0.0584447 0.0392967 0.0213406 0.00447906 -0.0123413 -0.0286438 -0.0444437 -0.0741125 -0.10284 -0.130625 -0.159993 -0.188393 -0.215826 -0.242303 -0.267837 -0.292447 -0.316153] [0.35786 0.348802 0.339446 0.329778 0.319786 0.309454 0.298766 0.287708 0.275502 0.262746 0.249408 0.239944 0.23016 0.220041 0.211861 0.203673 0.19548 0.169964 0.144679 0.119651 0.0957714 0.0722105 0.0489872 0.0326889 0.0172679 0.00266195 -0.015095 -0.0319438 -0.0479435 -0.0609528 -0.073963 -0.0869695 -0.0910735 -0.0952166 -0.0993993 -0.0967374 -0.0940515 -0.0913413 -0.0892465 -0.0871161 -0.0849494 -0.0668381 -0.0479928 -0.0283823 -0.00922063 0.0106573 0.0312757 0.0314664 0.0316662 0.0318757 0.0193 0.00595924 -0.00821326 -0.0525725 -0.0991972 -0.148047 -0.196355 -0.245881 -0.29642 -0.307644 -0.319555 -0.332214 -0.330886 -0.329457 -0.327915 -0.29067 -0.253089 -0.215275 -0.177333 -0.139374 -0.101506 -0.0638372]
3: [nan nan nan nan nan 0.0800445 0.0978185 0.105344 0.0774638 0.0825275 0.0805851 0.0768632 0.0886199 0.0891288 0.0862611 0.0895591 0.0836822 0.0757592 0.0879543 0.0749588 0.0854023 0.113058 0.104021 0.106285 0.106158 0.0943462 0.0881101 0.0795757 0.0604608 0.0447364 0.0247994 0.00732806 -0.00862639 -0.0362746 -0.0480318 -0.0561416 -0.0678855 -0.0741687 -0.0672336 -0.0610337 -0.0514386 -0.0458145 -0.0574355 -0.0399868 -0.0455277 -0.0483976 -0.0405474 -0.0506153 -0.0423807 -0.0421667 -0.0522405 -0.0657922 -0.0700663 -0.0838123 -0.086717 -0.0682885 -0.081802 -0.0914685 -0.08222 -0.0829511 -0.0773741 -0.0860864 -0.0865051 -0.080242 -0.071532 -0.073075 -0.0658476 nan nan nan nan nan] [-0.244933 -0.204988 -0.164283 -0.122933 -0.0810689 -0.0388285 0.00364062 0.0461865 0.087208 0.127576 0.167178 0.174843 0.182249 0.189408 0.179606 0.170009 0.160614 0.158209 0.155831 0.153478 0.153719 0.153956 0.154188 0.152162 0.150112 0.148038 0.148512 0.148999 0.149496 0.144779 0.140008 0.135183 0.125325 0.115314 0.105148 0.100066 0.0949432 0.0897776 0.0885224 0.0872681 0.0860148 0.0704196 0.0550415 0.0398829 0.0229368 0.0066228 -0.00908552 -0.0241586 -0.0384265 -0.0519466 -0.0707508 -0.0887264 -0.105916 -0.121283 -0.136269 -0.150881 -0.163132 -0.175239 -0.187201 -0.195801 -0.204593 -0.213583 -0.218417 -0.223396 -0.228526 -0.220373 -0.212185 -0.203963 -0.195706 -0.187417 -0.179096 -0.170745] [0.0819995 0.0950651 0.108496 0.122304 0.136499 0.151091 0.166091 0.181509 0.199713 0.218575 0.238119 0.252571 0.267669 0.283451 0.285338 0.287238 0.289151 0.292191 0.295224 0.298251 0.277514 0.257097 0.23701 0.215256 0.194008 0.173265 0.155559 0.138119 0.12095 0.099847 0.07884 0.0579471 0.0490596 0.0402189 0.0314259 0.0286791 0.0259326 0.0231863 0.00599517 -0.0115807 -0.0295432 -0.0426532 -0.0555998 -0.0683816 -0.0509401 -0.0344747 -0.0189141 -0.0135201 -0.00816455 -0.00284726 -0.00797819 -0.013488 -0.01942 -0.0267289 -0.0346899 -0.0433931 -0.0864097 -0.136741 -0.196092 -0.255214 -0.320525 -0.3924 -0.414692 -0.434893 -0.45327 -0.463774 -0.473473 -0.482456 -0.490798 -0.498564 -0.50581 -0.512587]
4: [nan nan nan nan nan 0.173579 0.172329 0.166791 0.167092 0.18487 0.196522 0.196067 0.194826 0.176684 0.173622 0.150224 0.15235 0.157018 0.152855 0.145428 0.137131 0.135355 0.0956977 0.0821191 0.0841386 0.0442741 0.0316017 0.0336543 0.0206854 0.0303388 0.0296161 0.0244231 0.0193017 0.00601919 0.00108416 0.00451284 0.00204872 -0.0130909 0.025725 0.0454781 0.0429208 0.0430872 0.0139583 -0.00218698 -0.0213163 -0.0277656 -0.0329192 -0.055088 -0.0627443 -0.0739034 -0.0966673 -0.118579 -0.131124 -0.148357 -0.175797 -0.180929 -0.187534 -0.182805 -0.20172 -0.201743 -0.213793 -0.215412 -0.229943 -0.227513 -0.227185 -0.247419 -0.246307 nan nan nan nan nan] [0.17867 0.172603 0.166762 0.161135 0.155709 0.150475 0.145423 0.140544 0.129983 0.120229 0.111196 0.104777 0.0988206 0.093279 0.107261 0.12059 0.133309 0.154496 0.17494 0.194662 0.194635 0.194607 0.19458 0.183258 0.171768 0.16011 0.160645 0.161185 0.16173 0.151677 0.141646 0.131638 0.081174 0.031054 -0.0184774 -0.0507527 -0.0827425 -0.114386 -0.108644 -0.103225 -0.0981039 -0.0964415 -0.0948867 -0.0934295 -0.0874398 -0.0813436 -0.0751387 -0.0710438 -0.0668316 -0.0624974 -0.0588112 -0.0552472 -0.0517996 -0.0491179 -0.0465094 -0.0439712 -0.071038 -0.097942 -0.124646 -0.15326 -0.181057 -0.208032 -0.21807 -0.227632 -0.236751 -0.242786 -0.248646 -0.254336 -0.259865 -0.265237 -0.270461 -0.27554] [0.544706 0.540471 0.536085 0.531543 0.526834 0.52195 0.516881 0.511618 0.495865 0.479673 0.46303 0.438768 0.414298 0.38965 0.370774 0.351822 0.332808 0.314382 0.296155 0.278136 0.259213 0.24043 0.221798 0.201065 0.180552 0.160275 0.136056 0.112076 0.0883583 0.0569568 0.0256864 -0.00539288 -0.0333075 -0.0610793 -0.088667 -0.0877287 -0.0867795 -0.0858193 -0.0697759 -0.0536501 -0.0374499 -0.0291465 -0.0205332 -0.0115937 -0.0146338 -0.0178541 -0.021271 -0.0524912 -0.0858555 -0.12151 -0.1678 -0.217096 -0.269437 -0.302434 -0.336395 -0.371283 -0.398401 -0.425477 -0.452471 -0.461646 -0.470545 -0.47918 -0.482602 -0.485999 -0.489372 -0.501294 -0.513333 -0.525487 -0.537755 -0.550135 -0.562623 -0.575219]
5: [nan nan nan nan nan 0.260374 0.257661 0.238237 0.217921 0.200767 0.218697 0.217839 0.21982 0.198601 0.195073 0.167833 0.148336 0.136547 0.114304 0.101906 0.11118 0.119995 0.127665 0.111512 0.0976202 0.0855435 0.0851223 0.075275 0.0864894 0.082025 0.061679 0.0542697 0.0450731 0.0207706 0.0173874 0.0212672 -0.00626667 -0.0267656 -0.0134004 -0.0179275 -0.0176586 -0.0416191 -0.0640034 -0.0668743 -0.0633851 -0.0761661 -0.0783418 -0.106363 -0.126265 -0.122249 -0.111363 -0.139614 -0.140337 -0.153418 -0.155046 -0.146788 -0.159456 -0.179869 -0.18731 -0.203156 -0.212303 -0.216161 -0.22868 -0.240931 -0.248142 -0.270293 -0.278972 nan nan nan nan nan] [0.00109061 0.0492673 0.0971717 0.144589 0.191318 0.237174 0.281995 0.325642 0.350284 0.374134 0.397201 0.377901 0.359388 0.341626 0.333348 0.325165 0.317074 0.295246 0.272735 0.249532 0.212505 0.173978 0.13398 0.104536 0.0748727 0.0450389 0.026977 0.00912516 -0.00850906 -0.034749 -0.0600089 -0.084312 -0.111955 -0.137906 -0.162284 -0.149828 -0.138038 -0.126865 -0.101802 -0.077501 -0.0539559 -0.0486998 -0.0435339 -0.0384561 -0.040681 -0.0428243 -0.0448903 -0.0571135 -0.0695057 -0.0820666 -0.10521 -0.129023 -0.153506 -0.170342 -0.186294 -0.201424 -0.212273 -0.222544 -0.232279 -0.230296 -0.228347 -0.226433 -0.220357 -0.214381 -0.208503 -0.205825 -0.203174 -0.200551 -0.197955 -0.195386 -0.192843 -0.190326] [0.369138 0.372333 0.375552 0.378794 0.382061 0.385351 0.388665 0.392003 0.388155 0.384214 0.380177 0.376062 0.371932 0.367788 0.359877 0.351932 0.343954 0.330562 0.316808 0.302682 0.281378 0.260788 0.240892 0.223851 0.207427 0.191596 0.171424 0.150733 0.12952 0.106519 0.0829215 0.0587312 0.0579957 0.0572441 0.056476 0.0544195 0.0522774 0.0500443 0.0289218 0.00666958 -0.0167818 -0.0326421 -0.04896 -0.0657463 -0.089358 -0.112477 -0.135094 -0.156592 -0.177691 -0.198386 -0.196021 -0.193626 -0.191199 -0.205127 -0.219498 -0.234326 -0.282082 -0.331921 -0.383718 -0.420726 -0.45889 -0.498149 -0.508044 -0.517856 -0.527584 -0.528904 -0.530187 -0.531435 -0.532649 -0.533831 -0.534981 -0.536101]
6: [nan nan nan nan nan 0.320337 0.303149 0.305432 0.291719 0.277671 0.277331 0.280653 0.277589 0.268035 0.267853 0.254646 0.231461 0.213983 0.211076 0.217004 0.21107 0.204908 0.202685 0.195422 0.180547 0.157804 0.114146 0.0966241 0.0764767 0.0870145 0.0689485 0.0351721 0.0172278 -0.0117749 -0.000272366 -0.0167439 -0.0391238 -0.0477724 -0.0347811 -0.00849311 -0.0126852 -0.0129078 -0.0453863 -0.0642381 -0.0693044 -0.0897313 -0.100567 -0.136713 -0.141115 -0.159347 -0.174233 -0.205809 -0.229566 -0.242563 -0.259732 -0.25352 -0.246231 -0.251116 -0.269957 -0.287456 -0.305552 -0.312609 -0.311582 -0.327393 -0.31708 -0.328635 -0.339731 nan nan nan nan nan] [0.600615 0.588109 0.574932 0.561031 0.546351 0.530833 0.514411 0.497012 0.469681 0.441574 0.412704 0.381942 0.350753 0.319189 0.283853 0.247685 0.210754 0.185679 0.160322 0.13471 0.117538 0.100661 0.0840804 0.0732615 0.0624558 0.0516656 0.0454065 0.0393111 0.0333733 0.0204714 0.00800347 -0.00404833 -0.00862241 -0.0133649 -0.0182849 -0.0151657 -0.0119768 -0.00871589 -0.0168782 -0.0247852 -0.0324477 -0.0559881 -0.0789503 -0.101332 -0.0902559 -0.0797075 -0.0696524 -0.0552749 -0.0415555 -0.0284548 -0.0612196 -0.0930883 -0.124035 -0.157533 -0.190299 -0.22229 -0.24365 -0.265043 -0.286449 -0.307487 -0.328479 -0.349408 -0.384931 -0.420502 -0.45603 -0.485234 -0.514175 -0.542811 -0.571099 -0.599001 -0.626483 -0.653513] [0.62446 0.576996 0.530012 0.483706 0.438255 0.393819 0.350533 0.308508 0.25467 0.202892 0.153318 0.150552 0.147883 0.145307 0.147689 0.149981 0.152186 0.141444 0.131009 0.12087 0.120906 0.120941 0.120975 0.115096 0.109209 0.103314 0.0857159 0.0681751 0.0507019 0.0355378 0.0203952 0.00528119 0.000635658 -0.00401877 -0.00868193 -0.012099 -0.0157005 -0.0195018 -0.0285553 -0.038446 -0.0492934 -0.0269451 -0.00229011 0.0250128 0.0566141 0.0905884 0.127126 0.0918461 0.0555614 0.0183275 -0.030093 -0.0791811 -0.12871 -0.174969 -0.220578 -0.265367 -0.304912 -0.342713 -0.378783 -0.391705 -0.403908 -0.415448 -0.424062 -0.432293 -0.440166 -0.411546 -0.384742 -0.35962 -0.336057 -0.313934 -0.293145 -0.273588]
7: [nan nan nan nan nan 0.287593 0.285416 0.293009 0.293152 0.275387 0.285748 0.289301 0.285427 0.261097 0.275279 0.257997 0.228742 0.220624 0.226672 0.223151 0.212773 0.197907 0.204696 0.182523 0.173425 0.162402 0.160519 0.141723 0.13121 0.132862 0.0811067 0.058835 0.0213319 0.00304463 -0.0164512 -0.0372143 -0.0511201 -0.0922318 -0.0915931 -0.103382 -0.120357 -0.126092 -0.145385 -0.147993 -0.152007 -0.145305 -0.154418 -0.157311 -0.154477 -0.159111 -0.151306 -0.149494 -0.152208 -0.16819 -0.175381 -0.181683 -0.192672 -0.21749 -0.237691 -0.24514 -0.265219 -0.279888 -0.293275 -0.300742 -0.31533 -0.328437 -0.337863 nan nan nan nan nan] [0.164516 0.175139 0.185659 0.196077 0.206392 0.216602 0.226708 0.236708 0.230852 0.225196 0.219731 0.214815 0.209991 0.205258 0.188365 0.170451 0.151431 0.122027 0.0916235 0.060227 0.0338223 0.00954185 -0.0128354 -0.0203544 -0.0273249 -0.0338042 -0.0220196 -0.0100737 0.00203338 0.00902469 0.0162095 0.0235952 0.0230877 0.0225793 0.0220699 0.0272148 0.032417 0.0376771 0.0329112 0.0278693 0.0225271 0.00692742 -0.00955018 -0.0269723 -0.0192246 -0.0119714 -0.00516747 -0.000389848 0.004031 0.00813345 -0.00438024 -0.0165256 -0.0283152 -0.0391226 -0.04963 -0.0598473 -0.0818204 -0.102907 -0.123142 -0.142372 -0.16117 -0.179539 -0.198804 -0.218088 -0.237376 -0.258555 -0.279489 -0.300163 -0.320566 -0.340686 -0.360514 -0.380039] [0.44808 0.437353 0.426641 0.415946 0.405271 0.394618 0.383989 0.373387 0.367637 0.36188 0.356117 0.347385 0.338543 0.329592 0.323879 0.318167 0.312456 0.31327 0.314066 0.314845 0.306323 0.298007 0.28989 0.283824 0.277699 0.271513 0.263963 0.256215 0.248262 0.231722 0.214542 0.196696 0.182249 0.167059 0.151075 0.135972 0.119988 0.103051 0.0867765 0.0698044 0.0520993 0.027787 0.00481884 -0.0168913 -0.0369112 -0.055571 -0.0729929 -0.0990028 -0.124965 -0.150844 -0.18195 -0.213563 -0.245629 -0.282107 -0.32087 -0.362013 -0.409138 -0.46011 -0.515121 -0.543087 -0.572286 -0.602745 -0.617496 -0.632384 -0.647403 -0.657386 -0.667408 -0.677466 -0.687559 -0.697685 -0.707842 -0.718028]
8: [nan nan nan nan nan 0.286204 0.283175 0.277684 0.255247 0.277809 0.277294 0.278801 0.287367 0.277072 0.277973 0.268783 0.259202 0.237185 0.233274 0.232403 0.243073 0.251351 0.211762 0.217186 0.197102 0.16789 0.146825 0.13225 0.121384 0.115292 0.0810599 0.0531989 0.0162168 -0.027238 -0.0378311 -0.0474041 -0.0748037 -0.0867064 -0.0789663 -0.0708233 -0.0819393 -0.0925866 -0.111483 -0.101844 -0.102868 -0.10994 -0.109096 -0.124882 -0.141638 -0.143372 -0.153209 -0.18521 -0.209306 -0.214099 -0.226585 -0.23 -0.232182 -0.242858 -0.25856 -0.267576 -0.302588 -0.298561 -0.3106 -0.32316 -0.31933 -0.318902 -0.325992 nan nan nan nan nan] [0.26932 0.256645 0.243879 0.231024 0.218083 0.20506 0.191959 0.178784 0.179728 0.180679 0.181638 0.180463 0.1793 0.178149 0.17587 0.173663 0.171522 0.17749 0.18331 0.188987 0.195971 0.202938 0.209889 0.20321 0.196426 0.189533 0.156372 0.123525 0.0910576 0.0645571 0.0389659 0.0142699 -0.0172994 -0.0473171 -0.0758448 -0.0906747 -0.105044 -0.118969 -0.0919179 -0.064851 -0.0378083 -0.0194278 -0.00124546 0.0167302 0.00971358 0.00251779 -0.0048634 -0.0171558 -0.0296999 -0.0424995 -0.0469072 -0.0512638 -0.0555701 -0.0577046 -0.0598536 -0.062017 -0.0987233 -0.135251 -0.171506 -0.207652 -0.242687 -0.27658 -0.291218 -0.305247 -0.318701 -0.331613 -0.343912 -0.355636 -0.366823 -0.377506 -0.387715 -0.39748] [0.58635 0.573718 0.560718 0.547338 0.533565 0.519388 0.504794 0.489772 0.471586 0.452926 0.433788 0.407446 0.379833 0.3509 0.316975 0.282229 0.246719 0.249683 0.252545 0.255309 0.262051 0.268636 0.27507 0.260522 0.24652 0.233038 0.215321 0.198169 0.181565 0.165794 0.149552 0.132826 0.115472 0.0974832 0.0788354 0.0428758 0.00560263 -0.0329482 -0.0606701 -0.0888456 -0.11744 -0.122634 -0.128084 -0.133809 -0.147276 -0.161685 -0.177134 -0.219585 -0.263455 -0.308639 -0.35265 -0.397543 -0.443158 -0.428847 -0.414827 -0.401095 -0.389371 -0.378023 -0.367034 -0.379795 -0.392678 -0.405679 -0.410715 -0.415868 -0.421141 -0.435129 -0.44951 -0.464296 -0.479496 -0.495121 -0.511182 -0.527688]
9: [nan nan nan nan nan 0.269338 0.24763 0.238393 0.23551 0.23035 0.244898 0.255794 0.254009 0.273912 0.255754 0.257111 0.244301 0.232056 0.232647 0.225425 0.226337 0.21703 0.220612 0.192062 0.160307 0.128236 0.0826312 0.0793609 0.0539483 0.0571076 0.00780106 -0.00923472 -0.00685704 -0.026253 -0.0494343 -0.0557642 -0.0466904 -0.0500875 -0.0567833 -0.0398857 -0.0354619 -0.0287739 -0.0235819 -0.022744 -0.0371896 -0.0492363 -0.0524117 -0.0487092 -0.0722237 -0.0961213 -0.121456 -0.115112 -0.139374 -0.172397 -0.195857 -0.218593 -0.220141 -0.249001 -0.263705 -0.286415 -0.308619 -0.309921 -0.32817 -0.330394 -0.350907 -0.361182 -0.35917 nan nan nan nan nan] [0.512303 0.493606 0.474189 0.454023 0.433084 0.411345 0.38878 0.365367 0.349249 0.332467 0.314992 0.29953 0.283783 0.267754 0.247482 0.226465 0.204681 0.191816 0.178427 0.164486 0.181452 0.197447 0.212544 0.216761 0.220794 0.224656 0.185211 0.146903 0.109792 0.0771566 0.0463506 0.0172778 0.0172834 0.017289 0.0172945 0.0199321 0.0225811 0.0252414 0.0272877 0.029322 0.0313442 0.0309154 0.0304811 0.0300414 0.00717466 -0.016492 -0.0409735 -0.0707312 -0.101683 -0.133841 -0.175294 -0.217188 -0.259382 -0.30467 -0.349046 -0.392368 -0.399629 -0.406702 -0.413594 -0.405413 -0.397467 -0.389749 -0.396466 -0.402745 -0.408626 -0.418679 -0.428185 -0.437183 -0.445713 -0.453809 -0.461503 -0.468822] [0.526074 0.502777 0.479994 0.457732 0.435992 0.414778 0.394089 0.373922 0.34955 0.325735 0.302484 0.28705 0.271287 0.25519 0.239689 0.224238 0.208844 0.197779 0.187049 0.176643 0.173951 0.171332 0.168781 0.164243 0.15996 0.155914 0.145455 0.135573 0.126225 0.108983 0.0917549 0.0745502 0.0620738 0.0494021 0.0365346 0.0317774 0.0267423 0.0214043 0.0162457 0.0107254 0.00480424 0.0145615 0.0249164 0.0359234 0.0449304 0.0545689 0.0649056 0.0335262 0.00227987 -0.0287738 -0.0667318 -0.103212 -0.138209 -0.18966 -0.240823 -0.291435 -0.338577 -0.385149 -0.430962 -0.449362 -0.467491 -0.485344 -0.502907 -0.520132 -0.537018 -0.539476 -0.541908 -0.544314 -0.546695 -0.54905 -0.551382 -0.553689]
10: [nan nan nan nan nan 0.202587 0.200124 0.190375 0.185309 0.193721 0.191574 0.185418 0.179358 0.180754 0.187119 0.188638 0.173533 0.172632 0.18257 0.173735 0.166375 0.15547 0.14874 0.13881 0.145791 0.106989 0.0734756 0.0535364 0.0316361 0.0195811 0.00417872 -0.019007 -0.0301544 -0.0212147 -0.0286604 -0.0508573 -0.0457933 -0.0748405 -0.058139 -0.0505885 -0.0630796 -0.0502041 -0.062376 -0.0722665 -0.0732125 -0.0615789 -0.0770707 -0.0663517 -0.0685937 -0.0789471 -0.0896993 -0.109221 -0.106235 -0.112063 -0.129114 -0.131064 -0.137923 -0.138388 -0.16701 -0.173376 -0.201675 -0.202686 -0.217416 -0.211322 -0.20549 -0.222864 -0.220033 nan nan nan nan nan] [0.325748 0.306679 0.28779 0.269093 0.250596 0.23231 0.214243 0.196402 0.174559 0.152906 0.131461 0.106322 0.082361 0.0595226 0.0510685 0.0430267 0.0353688 0.0495462 0.0641982 0.0793423 0.103683 0.128781 0.154638 0.164706 0.175036 0.185635 0.17624 0.166447 0.156232 0.15331 0.150412 0.147537 0.151502 0.155383 0.159183 0.137595 0.116613 0.0962294 0.0803353 0.0646913 0.0492992 0.0582643 0.0670357 0.0756182 0.0722207 0.0688649 0.0655501 0.0268053 -0.0134064 -0.0550324 -0.0930074 -0.131034 -0.169003 -0.200948 -0.23215 -0.262577 -0.295803 -0.328559 -0.360784 -0.362252 -0.363721 -0.365193 -0.358494 -0.351803 -0.345119 -0.337184 -0.329371 -0.321678 -0.314102 -0.306643 -0.299298 -0.292065] [0.190456 0.212617 0.23468 0.256624 0.27843 0.300079 0.321551 0.34283 0.367313 0.391318 0.414834 0.416928 0.418952 0.42091 0.400923 0.381631 0.363011 0.346359 0.33015 0.314374 0.275007 0.235631 0.196368 0.157254 0.117814 0.0781683 0.0638556 0.0487917 0.0329233 0.0238987 0.0141716 0.003659 -0.0068366 -0.0176576 -0.0288168 -0.0379942 -0.0472995 -0.0567338 -0.0605971 -0.0645635 -0.0686371 -0.0790837 -0.0896467 -0.100326 -0.137719 -0.175162 -0.212549 -0.260695 -0.308893 -0.356919 -0.380703 -0.40437 -0.427895 -0.429763 -0.431658 -0.433579 -0.414799 -0.39394 -0.370658 -0.345907 -0.317954 -0.286187 -0.261321 -0.233812 -0.203266 -0.177231 -0.148403 -0.116364 -0.0806233 -0.04061 0.00433687 0.0549703]
